Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
02/04/1994,Ace Ventura: Pet Detective,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,Tom Shadyac,"Jim Carrey,
Sean Young,
Courteney Cox",Ira Newborn,Ace Ventura 1
02/11/1994,Blank Check,"After a bike accident, a young boy inadvertently gains possession of a check for $1 million and proceeds to spend it, but gangsters are in pursuit.",Rupert Wainwright,"Brian Bonsall,
Karen Duffy,
Miguel Ferrer",Nicholas Pike,
02/18/1994,Blue Chips,The Western University basketball coach breaks the rules with luxury and employment bribes to recruit the players he needs to stay competitive.,William Friedkin,"Nick Nolte,
Mary McDonnell,
J. T. Walsh","Jeff Beck,
Nile Rodgers",
02/18/1994,On Deadly Ground,"In Alaska, blowout specialist Taft works for Aegis Oil, which uses substandard preventers. When its CEO tries to hide corruption, Taft turns to a tribe.",Steven Seagal,"Steven Seagal,
Michael Caine,
Joan Chen",Basil Poledouris,
02/18/1994,Reality Bites,"After college, a Houson girl films a documentary about herself, friends, and two boyfriends as they flounder forging relationships and having careers.",Ben Stiller,"Winona Ryder,
Ethan Hawke,
Ben Stiller",Karl Wallinger,
02/25/1994,8 Seconds,"Lane Frost learns the tricks of the bull riding trade at the hand of his father. He falls in love with a barrel racer, wins a championship, and dies early.",John G. Avildsen,"Luke Perry,
Stephen Baldwin,
James Rebhorn",Bill Conti,
03/09/1994,The Ref,"In Connecticut on Christmas Eve, cat burglar Gus is forced to take a couple in marriage counseling hostage. Their son and in-laws bring more stress.",Ted Demme,"Denis Leary,
Judy Davis,
Kevin Spacey",David A. Stewart,
03/11/1994,Four Weddings and a Funeral,"Over five social occasions, committed bachelor Charles must consider the notion of love when he meets an always unobtainable American woman.",Mike Newell,"Hugh Grant,
Andie MacDowell,
Kristin Scott Thomas",Richard Rodney Bennett,
03/11/1994,Guarding Tess,"In Ohio, former First Lady Tess is protected by an entourage of Secret Service agents led by Doug. The two respectfully argue until she is kidnapped.",Hugh Wilson,"Shirley MacLaine,
Nicolas Cage,
Austin Pendleton",Michael Convertino,
03/11/1994,The Hudsucker Proxy,"An executive buys a majority share in a company. To devalue the stock, he hires a naive business graduate, who shocks with a successful invention.","Joel Coen,
Ethan Coen","Tim Robbins,
Jennifer Jason Leigh,
Paul Newman",Carter Burwell,
03/18/1994,Naked Gun 33⅓: The Final Insult,Frank Drebin comes out of retirement to help the police infiltrate a terrorist family planning to trigger a hidden bomb at the Academy Award ceremony.,Peter Segal,"Leslie Nielsen,
Priscilla Presley,
George Kennedy",Ira Newborn,Naked Gun 3
03/18/1994,The Paper,"In New York, a workaholic newspaper editor faces a hectic 24 hours as he investigates the seeming murder of white businessmen by black teenagers.",Ron Howard,"Michael Keaton,
Robert Duvall,
Glenn Close",Randy Newman,
03/23/1994,Above the Rim,"A promising high school basketball star deals with his two friends, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",Jeff Pollack,"Duane Martin,
Leon,
Tupac Shakur",N/A,
03/25/1994,D2: The Mighty Ducks,"Gordon Bombay is forced to withdraw from the minor hockey league with a knee injury. Much to his surprise, he is given the job of coach of Team USA Hockey for the Junior Goodwill Games in California.",Sam Weisman,"Emilio Estevez,
Michael Tucker,
Jan Rubeš",J. A. C. Redford,Mighty Ducks 2
03/30/1994,Cronos,"In 1937 Mexico, an antique dealer finds a scarab that is 400 years old and gives its owner eternal life. He enjoys vitality, but a thug is sent to take it.",Guillermo del Toro,"Federico Luppi,
Ron Perlman,
Claudio Brook",Javier Álvarez,
03/30/1994,Major League II,The Cleveland Indians are now a World Series contender. Complacency and bad decisions by the new owner threaten to tear the team apart.,David S. Ward,"Charlie Sheen,
Tom Berenger,
Corbin Bernsen",Michel Colombier,
04/08/1994,Leprechaun 2,"On his 1,000th birthday, an evil monster picks the descendant of one of his slaves to be his bride. 1,000 years later, the girl's boyfriend rescues her.",Rodman Flender,"Warwick Davis,
Charlie Heath,
Shevonne Durkin",Jonathan Elias,
04/15/1994,Backbeat,"In 1960, the Beatles search for success in seedy clubs in Hamburg and meet trendy beatniks, one of whom bass guitarist Stuart falls in love with.",Iain Softley,"Sheryl Lee,
Stephen Dorff,
Ian Hart",Don Was,
04/22/1994,Bad Girls,"Prostitutes Cody, Anita, Eileen and Lily go on the run after killing a customer. They prepare to claim Oregon land but encounter Pinkerton detectives.",Jonathan Kaplan,"Madeleine Stowe,
Mary Stuart Masterson,
Drew Barrymore",Jerry Goldsmith,
04/29/1994,No Escape,"In 2022, ex-Marine John, convicted for murdering his commanding officer, is left to die on the prison island Absolom, with both Outsiders and Insiders.",Martin Campbell,"Ray Liotta,
Lance Henriksen,
Stuart Wilson",Graeme Revell,
04/29/1994,With Honors,"Convinced his thesis help him graduate Harvard, a stuffy student finds himself at the mercy of a homeless man holding the papers hostage.",Alek Keshishian,"Joe Pesci,
Brendan Fraser,
Moira Kelly",Patrick Leonard,
05/06/1994,3 Ninjas Kick Back,Martial artist brothers face their grandfather's foes when they accompany him to Japan to deliver a priceless dagger meant for tournament winner.,Charles T. Kanganis,"Victor Wong,
Max Elliott Slade,
Sean Fox",Richard Marvin,3 Ninjas 2
05/06/1994,Being Human,"The experience of Hector's human soul is shown through five incarnations that span man's history in Rome, Scotland, Africa, and modern New York.",Bill Forsyth,"Robin Williams,
John Turturro,
Bill Nighy",Michael Gibbs,
05/13/1994,Crooklyn,"In 1973 Brooklyn, a young girl learns life lessons through her four rowdy brothers, her sick teacher mother, and her stubborn jazz musician father.",Spike Lee,"Alfre Woodard,
Delroy Lindo,
Spike Lee",Terence Blanchard,
05/13/1994,The Crow,"In Detroit the day before Halloween, a killed rock musician comes back to life as an invulnerable avenger of his and his fiancée's brutal murders.",Alex Proyas,"Brandon Lee,
Ernie Hudson,
Michael Wincott",Graeme Revell,
05/20/1994,Maverick,"In the Old West, gambler Bret scams Angel to win money for a poker tournament. He competes with con artist Annabelle while watched by a marshal.",Richard Donner,"Mel Gibson,
Jodie Foster,
James Garner",Randy Newman,
05/25/1994,Beverly Hills Cop III,Axel returns to Beverly Hills to stop the murderers who killed his boss. He works with Rosewood and investigates counterfeit money at Wonder World.,John Landis,"Eddie Murphy,
Judge Reinhold,
Héctor Elizondo",Nile Rodgers,
05/27/1994,The Flintstones,"In Bedrock, when Fred's executive search IQ test is swapped with Barney's, he is promoted but becomes embroiled in the scheming of his boss.",Brian Levant,"John Goodman,
Rick Moranis,
Elizabeth Perkins",David Newman,
06/03/1994,Renaissance Man,A failed businessman is hired by the U.S. army to teach underachieving recruits to help them pass basic training. He wins interest with Shakespeare.,Penny Marshall,"Danny DeVito,
Gregory Hines,
James Remar",Hans Zimmer,
06/10/1994,City Slickers II: The Legend of Curly's Gold,"Mitch, friend Phil, and his brother Glen discover a treasure map that belonged to their late trail guide Curly. With Curly's own brother, they look for gold.",Paul Weiland,"Billy Crystal,
Daniel Stern,
Jon Lovitz",Marc Shaiman,
06/10/1994,Speed,A man arms a bus with a bomb set to explode if its speed drops below 50 miles per hour. A young LAPD officer must help the passengers survive.,Jan de Bont,"Keanu Reeves,
Dennis Hopper,
Sandra Bullock",Mark Mancina,
06/14/1994,The Lion King,"After his uncle murders his father, lion cub Simba flees into exile and grows up with two outcasts. He returns home to take his place as rightful king.","Roger Allers,
Rob Minkoff","Jonathan Taylor Thomas,
Matthew Broderick,
James Earl Jones",Hans Zimmer,
06/17/1994,Wolf,A publisher becomes a werewolf and has to fight to keep his job. He falls in love with the daughter of the tycoon that that owns the publishing house.,Mike Nichols,"Jack Nicholson,
Michelle Pfeiffer,
James Spader",Ennio Morricone,
06/24/1994,Wyatt Earp,"A western lawman becomes a respected sheriff in Dodge City and Tombstone. With his brothers and Doc Holliday, he wages war on the Cowboy gang.",Lawrence Kasdan,"Kevin Costner,
Dennis Quaid,
Gene Hackman",James Newton Howard,
06/29/1994,I Love Trouble,"In Chicago, competing newspaper reporters Peter and Sabrina join forces to understand the mystery behind a train derailment related to altered milk.",Charles Shyer,"Julia Roberts,
Nick Nolte,
Saul Rubinek",David Newman,
06/29/1994,Little Big League,"After his grandfather dies, a 12-year-old becomes the owner and manager of the Minnesota Twins baseball team, who slowly learn to trust his ability.",Andrew Scheinman,"Luke Edwards,
Timothy Busfield,
John Ashton",Stanley Clarke,
07/01/1994,Baby's Day Out,"After three clumsy criminals lose a socialite baby, Bink, they have kidnapped, his parents, the cops, and the same kidnappers look for him in Chicago.",Patrick Read Johnson,"Joe Mantegna,
Lara Flynn Boyle,
Joe Pantoliano",Bruce Broughton,
07/01/1994,The Shadow,"In Tibet, Lamont becomes a holy man's student and learns how to hypnotize to seem invisible. He returns to New York and confronts Shiwan Khan.",Russell Mulcahy,"Alec Baldwin,
John Lone,
Penelope Ann Miller",Jerry Goldsmith,
07/06/1994,Forrest Gump,"A simple Alabama man wants to reunite with his childhood sweetheart. He serves in Vietnam, wins medals, begins shrimping, and motivates joggers.",Robert Zemeckis,"Tom Hanks,
Robin Wright,
Gary Sinise",Alan Silvestri,
07/15/1994,Angels in the Outfield,"When a foster child prays for a chance to have a family if the California Angels win the pennant, angels only he can see help the team win games.",William Dear,"Danny Glover,
Joseph Gordon-Levitt,
Brenda Fricker",Randy Edelman,
07/15/1994,True Lies,"Secret agent Harry is concerned his wife Helen is having an affair with a used car salesman, while terrorists smuggle nuclear warheads into the U.S.",James Cameron,"Arnold Schwarzenegger,
Jamie Lee Curtis,
Tom Arnold",Brad Fiedel,
07/20/1994,The Client,A boy who witnessed a mafia lawyer's suicide hires an attorney to protect him when the District Attorney tries to use him against a mob family.,Joel Schumacher,"Susan Sarandon,
Tommy Lee Jones,
Mary-Louise Parker",Howard Shore,
07/22/1994,North,"Feeling unvalued, North divorces his parents and leaves them catatonic. As he travels the world in search of parents, his advisors' business thrives.",Rob Reiner,"Elijah Wood,
Jon Lovitz,
Jason Alexander",Marc Shaiman,
07/29/1994,Black Beauty,"In 1970s England, a black stallion recalls his life from his carefree life as a colt to the hardships he suffered after achieving maturity with his owners.",Caroline Thompson,"Alan Cumming,
Andrew Knott,
Sean Bean",Danny Elfman,
07/29/1994,It Could Happen to You,"In Queens, a generous married police officer wins the lottery. He gives two million dollars to a poor waitress to whom he promised half of his award.",Andrew Bergman,"Nicolas Cage,
Bridget Fonda,
Rosie Perez","Carter Burwell,
Joe Mulherin",
07/29/1994,The Mask,Bank clerk Stanley turns into a manic hero when he wears a mask with Loki's spirit. He catches the eye of local nightclub singer but also robs a bank.,Charles Russell,"Jim Carrey,
Cameron Diaz,
Peter Riegert",Randy Edelman,
08/03/1994,Clear and Present Danger,Jack Ryan is appointed CIA Deputy Director and learns his government colleagues are conducting an illegal war against a drug cartel in Colombia.,Phillip Noyce,"Harrison Ford,
Willem Dafoe,
Anne Archer",James Horner,Jack Ryan
08/05/1994,Airheads,In L.A. the Lone Rangers' three members look for a big break. They aim to play their demo tape in a radio station but then falsely hold people hostage.,Michael Lehmann,"Brendan Fraser,
Steve Buscemi,
Adam Sandler",Carter Burwell,
08/05/1994,The Little Rascals,Spanky leads a neighborhood girl-hating club. He picks Alfalfa to represent them in a go-kart rally but finds him distracted wooing sweetheart Darla.,Penelope Spheeris,"Travis Tedford,
Kevin Jamal Woods,
Jordan Warkol",William Ross,
08/12/1994,"Corrina, Corrina","In 1959 Los Angeles, a widower hires a black housekeeper and nanny to care for his 7-year-old daughter. The three bond but anger townspeople.",Jessie Nelson,"Whoopi Goldberg,
Ray Liotta,
Tina Majorino",Rick Cox,
08/12/1994,In the Army Now,Two misguided slackers join the Army reserves to earn money for their own electronics store. They work in water purification and are called to Chad.,"Daniel Petrie, Jr.","Pauly Shore,
Andy Dick,
Lori Petty",Robert Folk,
08/19/1994,Blankman,Nerdy inventor Darryl becomes a superhero with a bulletproof costume. He protects his community with his brother when their grandmother is killed.,Mike Binder,"Damon Wayans,
David Alan Grier,
Robin Givens","Miles Goodman,
Michael Jay",
08/26/1994,Camp Nowhere,A group of junior high kids want to avoid summer camps chosen by their parents so make their own adult-free camp and hire a former drama teacher.,Jonathan Prince,"Jonathan Jackson,
Christopher Lloyd,
Andrew Keegan",David Lawrence,
08/26/1994,It's Pat,"Pat, an obnoxious busybody of indeterminable sex, meets and falls in love with caring Chris. The neighbor of Pat is fascinated by Pat's sexuality.",Adam Bernstein,"Julia Sweeney,
Dave Foley,
Charles Rocket",Mark Mothersbaugh,
08/26/1994,Natural Born Killers,"Couple Mickey and Mallory become psychopathic serial murderers. As detective Jack chases them, vain journalist Wayne irresponsibly glorifies them.",Oliver Stone,"Woody Harrelson,
Juliette Lewis,
Robert Downey Jr.",N/A,
08/26/1994,Police Academy: Mission to Moscow,A Russian mafia boss launders money and starts robberies with an addictive video game. Lasard's police team travel to Moscow to capture the boss.,Alan Metter,"George Gaynes,
Michael Winslow,
David Graf",Robert Folk,Police Academy 7
08/26/1994,Wagons East,"In the 1860s Wild West, an ex-doctor, a prostitute, and a homosexual bookseller hire an alcoholic wagon master to return them to home in the East.",Peter Markle,"John Candy,
Richard Lewis,
John C. McGinley",Michael Small,
