Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
08/15/1986,Armed and Dangerous,A fired cop and a useless lawyer become security guards and find they have joined a corrupt union. They plan to foil the plans of the corrupt leaders.,Mark L. Lester,"John Candy,
Eugene Levy,
Meg Ryan",Bill Meyers,
08/15/1986,Manhunter,Former FBI profiler Will Graham returns to service to pursue a deranged serial killer dubbed the Tooth Fairy by the media.,Michael Mann,"William Petersen,
Kim Greist,
Joan Allen","Michel Rubini,
The Reds",
08/15/1986,The Fly,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.,David Cronenberg,"Jeff Goldblum,
Geena Davis,
John Getz",Howard Shore,
08/22/1986,The Texas Chainsaw Massacre 2,"Leatherface sets his sights on a disc jockey, who teams up with a Texas lawman to battle him and his family deep within their macabre park lair.",Tobe Hooper,"Caroline Williams,
Dennis Hopper,
Bill Moseley","Tobe Hooper,
Jerry Lambert",
09/19/1986,Blue Velvet,"After finding a severed human ear in a field, a young man investigates a nightclub singer and psychopathic criminals who kidnapped her child.",David Lynch,"Kyle MacLachlan,
Isabella Rossellini,
Dennis Hopper",Angelo Badalamenti,
09/24/1986,The Name of the Rose,"In 1327 Italy, an intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey as his apprentice joins and learns.",Jean-Jacques Annaud,"Sean Connery,
F. Murray Abraham,
Christian Slater",James Horner,
09/26/1986,Crocodile Dundee,"An American reporter travels to the Australian Outback to meet an eccentric crocodile poacher and, growing attracted, invites him to New York.",Peter Faiman,"Paul Hogan,
Linda Kozlowski,
Mark Blum",Peter Best,
10/03/1986,Tough Guys,Two elderly gangsters are released from prison only to find they have trouble fitting in as old men who still take no guff from anyone.,Jeff Kanew,"Burt Lancaster,
Kirk Douglas,
Charles Durning",James Newton Howard,
10/10/1986,Deadly Friend,"After his friend is killed by her abusive father, the new kid in town attempts to save her by implanting robotic microchips into her brain.",Wes Craven,"Matthew Laborteaux,
Kristy Swanson,
Michael Sharrett",Charles Bernstein,
10/10/1986,Jumpin' Jack Flash,"A computer wiz woman works at a terminal in a New York City bank. One day, she gets a strange message and breaks the code. She helps a spy.",Penny Marshall,"Whoopi Goldberg,
Stephen Collins,
John Wood",Thomas Newman,
10/10/1986,Peggy Sue Got Married,"Peggy Sue, who is separated from her unfaithful spouse, faints at her 25-year high school reunion. She wakes up in 1960 and dates another student.",Francis Ford Coppola,"Kathleen Turner,
Nicolas Cage,
Barry Miller",John Barry,
10/17/1986,The Color of Money,Fast Eddie Felson teaches a cocky protégé and his girlfriend the ropes of pool hustling. The two inspire him to make a comeback in a tournament.,Martin Scorsese,"Paul Newman,
Tom Cruise,
Mary Elizabeth Mastrantonio",Robbie Robertson,The Hustler 2
10/24/1986,Soul Man,"Pampered white law student Mark pretends to be black to qualify for a Harvard Law scholarship. He feels bad lying to his classmate Sarah, a mother.",Steve Miner,"C. Thomas Howell,
Rae Dawn Chong,
Arye Gross",Tom Scott,
10/31/1986,The Mission,"In the 1750s, a Jesuit priest enters South America to convert natives to Christianity. He constructs a mission and is joined by a reformed slave trader.",Roland Joffé,"Robert De Niro,
Jeremy Irons,
Ray McAnally",Ennio Morricone,
11/07/1986,Sid and Nancy,"In 1977, Sid Vicious, bassist of the Sex Pistols, has a destructive relationship with his girlfriend. Due to his heroin addiction, the band breaks up.",Alex Cox,"Gary Oldman,
Chloe Webb,
David Hayman","Joe Strummer,
Pray for Rain,
The Pogues",
11/07/1986,Something Wild,"In New York City, yuppie banker Charlie is taken by free-spirited Audrey for a fun weekend with her family. Her violent ex-convict husband shows up.",Jonathan Demme,"Melanie Griffith,
Jeff Daniels,
Ray Liotta","Laurie Anderson,
John Cale",
11/14/1986,Hoosiers,A coach with a checkered past and a local drunk train a small town high school basketball team to become a top contender for the championship.,David Anspaugh,"Gene Hackman,
Barbara Hershey,
Dennis Hopper",Jerry Goldsmith,
11/21/1986,An American Tail,"While emigrating to the United States, a young Russian mouse gets separated from his family and must relocate them while trying to survive in a new country.",Don Bluth,"Phillip Glasser,
John Finnegan,
Amy Green",James Horner,
11/26/1986,Star Trek IV: The Voyage Home,"To save Earth from an alien probe, Admiral Kirk and his crew time travel to 1986 San Francisco to retrieve humpback whales, who can answer it.",Leonard Nimoy,"William Shatner,
Leonard Nimoy,
DeForest Kelley",Leonard Rosenman,
11/26/1986,The Mosquito Coast,"An inventor spurns city life and moves his family to Central America jungles to make a utopia with an ice machine, but he clashes with a missionary.",Peter Weir,"Harrison Ford,
Helen Mirren,
River Phoenix",Maurice Jarre,
12/05/1986,Heartbreak Ridge,A tough-minded Marine Gunnery Sergeant fights with his new superiors and his ex-wife. He takes charge of a recon platoon with a spoiled attitude.,Clint Eastwood,"Clint Eastwood,
Marsha Mason,
Everett McGill",Lennie Niehaus,
12/12/1986,Native Son,"In 1940s Chicago, a black man is a chauffeur to a white family but accidentally kills the teenage daughter of the couple and then hides he did it.",Jerrold Freedman,"Carroll Baker,
Matt Dillon,
Oprah Winfrey",James Mtume,
12/12/1986,The Golden Child,A private detective specializing in missing children is charged with the task of finding a special child whom dark forces want to eliminate.,Michael Ritchie,"Eddie Murphy,
Charlotte Lewis,
Charles Dance","Michel Colombier,
John Barry",
12/12/1986,Three Amigos,"Three actors accept an invitation to a Mexican village to perform their onscreen bandit fighter roles, unaware that the fight is the real thing.",John Landis,"Steve Martin,
Chevy Chase,
Martin Short","Elmer Bernstein,
Randy Newman",
12/19/1986,King Kong Lives,"Kept in a coma for 10 years, Kong has his failing heart replaced with an artificial heart. He wreaks havoc when a female ape is caught for her blood.",John Guillermin,"Brian Kerwin,
Linda Hamilton,
John Ashton",John Scott,1976 King Kong 2
12/19/1986,Little Shop of Horrors,A nerdy florist finds his chance for success and romance with the help of a giant man-eating plant who demands to be fed.,Frank Oz,"Rick Moranis,
Ellen Greene,
Vincent Gardenia",Miles Goodman,
12/19/1986,Platoon,"In 1967, a soldier in Vietnam witnesses infighting in his unit between a Sergeant who trusts nearby villagers and a Staff Sergeant who does not.",Oliver Stone,"Tom Berenger,
Willem Dafoe,
Charlie Sheen",Georges Delerue,
12/31/1986,Wisdom,"Unable to start work after a past felony, graduate John and his girlfriend Karen start a bank robbing spree to erase mortgage records and aid farmers.",Emilio Estevez,"Emilio Estevez,
Demi Moore,
Tom Skerritt",Danny Elfman,
01/23/1987,The Stepfather,"After killing his family, a man moves to another town and marries a widow with a teen daughter. He plans to kill again, but the girl suspects him.",Joseph Ruben,"Terry O'Quinn,
Jill Schoelen,
Shelley Hack",Patrick Moraz,
01/30/1987,Radio Days,"A man reminisces about his youth in the 1930s and 1940s in New York. He shares stories of his family, his friends, and the local radio celebrities.",Woody Allen,"Woody Allen,
Hy Anzell,
Seth Green",Dick Hyman,
02/12/1987,Over the Top,"A trucker arm wrestles on the side to make cash. After his estranged wife falls ill, he tries to make amends with the son he left behind 10 years ago.",Menahem Golan,"Sylvester Stallone,
Robert Loggia,
David Mendenhall",Giorgio Moroder,
02/13/1987,Mannequin,"A young artist, searching for his vocation, makes a mannequin so perfect he falls in love with it. Finding the mannequin in a store window, he gets a job there and his creation comes to life.",Michael Gottlieb,"Andrew McCarthy,
Kim Cattrall,
Estelle Getty",Sylvester Levay,
02/27/1987,A Nightmare on Elm Street 3: Dream Warriors,A psychiatrist familiar with knife-wielding dream demon Freddy Krueger helps teens at a mental hospital battle the killer who is invading their dreams.,Chuck Russell,"Heather Langenkamp,
Patricia Arquette,
Laurence Fishburne",Angelo Badalamenti,
03/06/1987,Angel Heart,Private investigator Harry Angel is hired by Louis Cyphre to track down a singer in a hospital. The trip moves to New Orleans and features murders.,Alan Parker,"Mickey Rourke,
Robert De Niro,
Lisa Bonet",Trevor Jones,
03/06/1987,Lethal Weapon,Suicidal and erratic Martin Riggs and 50-year-old Roger Murtaugh collaborate as LAPD detectives to catch the heroin smuggling Shadow Company.,Richard Donner,"Mel Gibson,
Danny Glover,
Gary Busey","Michael Kamen,
Eric Clapton",
03/13/1987,Evil Dead II,The lone survivor of a demon onslaught takes his girlfriend to a secluded cabin where he plays back a professor's tape recording of a book of evil.,Sam Raimi,"Bruce Campbell,
Sarah Berry,
Dan Hicks",Joseph LoDuca,
03/20/1987,Burglar,"A blackmailed ex-burglar is paid to get a dentist's jewelry back from her ex-husband's apartment, but someone murders him, the burglar a suspect.",Hugh Wilson,"Whoopi Goldberg,
Bob Goldthwait,
G. W. Bailey",Sylvester Levay,
03/20/1987,Hollywood Shuffle,An aspiring actor and hot dog stand employee angers his grandmother for playing a role in the regrettably titled “Jivetime Jimmy’s Revenge”.,Robert Townsend,"Robert Townsend,
Anne-Marie Johnson,
Craigus R. Johnson",Udi Harpaz,
03/20/1987,Street Smart,"In New York, magazine reporter Jonathan invents a story of a pimp and gains TV stardom. Genuine, brutal pimp Leo Smalls asks Jonathan for an alibi.",Jerry Schatzberg,"Christopher Reeve,
Morgan Freeman,
Kathy Baker",Robert Irving III,
04/03/1987,Police Academy 4: Citizens on Patrol,"Lassard creates a COP program to recruit civilian volunteers to assist his police force. Mahoney and his friends train them, but Harris sabotages them.",Jim Drake,"Steve Guttenberg,
Bubba Smith,
Michael Winslow",Robert Folk,
04/10/1987,"Silent Night, Deadly Night Part 2",Ricky talks to a psychiatrist about how he became a murderer after his brother Billy died in a Santa suit. He begins a mission to kill Mother Superior.,Lee Harry,"Eric Freeman,
James L. Newman,
Elizabeth Kaitan",Michael Armstrong,
04/10/1987,The Secret of My Success,"In New York City, recent graduate Brantley wants to rise from a mailroom job, so he pretends to be a new executive to fix his CEO uncle's decisions.",Herbert Ross,"Michael J. Fox,
Helen Slater,
Richard Jordan",David Foster,
04/17/1987,Raising Arizona,Childless ex-con Hi and ex-cop Ed kidnap one of another family's quintuplets. The child's furniture magnate father sends a skilled biker to find them.,"Joel Coen,
Ethan Coen","Nicolas Cage,
Holly Hunter,
Trey Wilson",Carter Burwell,
05/01/1987,Creepshow 2,"The Creep's three freaky tales include a vengeful wooden Native American, a monstrous blob in a lake, and a zombie hitchhiker who wants revenge.",Michael Gornick,"Lois Chiles,
George Kennedy,
Dorothy Lamour","Les Reed,
Rick Wakeman",
05/08/1987,Gardens of Stone,"Sergeant Hazard is assigned to an honor guard at Fort Myer. He works to help Willow, the son of his old Army buddy, teaching him to survive Vietnam.",Francis Ford Coppola,"James Caan,
Anjelica Huston,
James Earl Jones",Carmine Coppola,
05/20/1987,Beverly Hills Cop II,"Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it.",Tony Scott,"Eddie Murphy,
Judge Reinhold,
Jürgen Prochnow",Harold Faltermeyer,
06/03/1987,The Untouchables,"In 1930 Chicago, a federal agent sets out to stop Al Capone and rampant corruption, handpicking a team, including an Irish veteran cop, to help him.",Brian De Palma,"Kevin Costner,
Charles Martin Smith,
Andy García",Ennio Morricone,
06/05/1987,Harry and the Hendersons,"In Seattle, the Henderson family adopt a friendly Bigfoot but have a hard time trying to keep him secret from a hunter and a museum's kind expert.",William Dear,"John Lithgow,
Melinda Dillon,
Don Ameche",Bruce Broughton,
06/12/1987,Predator,A paramilitary rescue team is on a mission in a Central American rainforest when they are hunted by an alien warrior who stalks and then kills them.,John McTiernan,"Arnold Schwarzenegger,
Carl Weathers,
Elpidia Carrillo",Alan Silvestri,
06/12/1987,The Witches of Eastwick,"In Rhode Island, three women who each lost her husband develop magic powers and form a coven with the help of a weird man who buys a mansion.",George Miller,"Jack Nicholson,
Cher,
Susan Sarandon",John Williams,
06/19/1987,Roxanne,The large-nosed C.D. Bales is in love with a beautiful woman. She falls for his personality but another man's looks.,Fred Schepisi,"Steve Martin,
Daryl Hannah,
Shelley Duvall",Bruce Smeaton,
06/24/1987,Spaceballs,Pilot Lone Starr and his alien sidekick Barf rescue spoiled Princess Vespa of Druidia and her droid Dot Matrix from capture by evil Preisdent Skroob.,Mel Brooks,"Mel Brooks,
John Candy,
Rick Moranis",John Morris,
06/26/1987,Dragnet,Traditional LAPD detective Joe has a new partner in cocky upstart Pep. They investigate a series of abnormal thefts and a cult's ritual virgin sacrifice.,Tom Mankiewicz,"Dan Aykroyd,
Tom Hanks,
Christopher Plummer",Ira Newborn,
06/26/1987,Full Metal Jacket,A pragmatic U.S. Marine sees the brutal effects the Vietnam War has on his fellow recruits from boot camp training to bloody street fights in Hue.,Stanley Kubrick,"Matthew Modine,
Adam Baldwin,
Vincent D'Onofrio",Abigail Mead,
07/01/1987,Innerspace,A test pilot is miniaturized in an experiment and accidentally injected into a store clerk. He must outwit saboteurs who want the shrinking device.,Joe Dante,"Dennis Quaid,
Martin Short,
Meg Ryan",Jerry Goldsmith,
07/03/1987,Adventures in Babysitting,"Babysitter Chris heads to Chicago to find a friend who ran away but is stranded with three children. They face car thieves, musicians, and a fraternity.",Chris Columbus,"Elisabeth Shue,
Keith Coogan,
Anthony Rapp",Michael Kamen,
07/10/1987,Revenge of the Nerds II: Nerds in Paradise,"The Lambda Lambda Lambdas head to a national fraternity convention in Fort Lauderdale, but their reservation is canceled, given to the Alpha Betas.",Joe Roth,"Robert Carradine,
Anthony Edwards,
Curtis Armstrong","Mark Mothersbaugh,
Gerald V. Casale",
07/17/1987,Jaws: The Revenge,Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.,Joseph Sargent,"Lorraine Gary,
Lance Guest,
Mario Van Peebles",Michael Small,Jaws 4
07/17/1987,RoboCop,"In Detroit, a company leads a street cop into an armed fight with a crime lord so they can use his body to support their untested cyborg prototype.",Paul Verhoeven,"Peter Weller,
Nancy Allen,
Daniel O'Herlihy",Basil Poledouris,
07/24/1987,La Bamba,"Mexican-American singer Ritchie Valens is a normal teenage boy who becomes a rock 'n' roll superstar, but he dies in a plane crash.",Luis Valdez,"Lou Diamond Phillips,
Esai Morales,
Rosanna DeSoto","Carlos Santana,
Miles Goodman",
07/24/1987,Superman IV: The Quest for Peace,"After Superman stops a tense nuclear arms race, Lex Luthor breaks out of prison and clones him with radioactive material to create Nuclear Man.",Sidney J. Furie,"Christopher Reeve,
Gene Hackman,
Jackie Cooper",Alexander Courage,
07/31/1987,The Living Daylights,Bond helps a KGB officer defect. He learns of a KGB policy to kill all enemy spies and uncovers a plot involving an arms dealer and two assassins.,John Glen,"Timothy Dalton,
Maryam d'Abo,
Joe Don Baker",John Barry,James Bond 15
07/31/1987,The Lost Boys,A mother and her two teenage sons move to a small coastal California town yet soon find out that it is overrun by bike gangs and vampires.,Joel Schumacher,"Jason Patric,
Corey Haim,
Dianne Wiest",Thomas Newman,
08/05/1987,Stakeout,"In Seattle, two detectives observe an escaped convict's Latina ex-girlfriend. Soon, one pretends to be a telephone lineman and begins to love her.",John Badham,"Richard Dreyfuss,
Emilio Estevez,
Madeleine Stowe",Arthur B. Rubinstein,
08/07/1987,Happy New Year,"In Florida, two small-time aging criminals rob an exclusive jewelry store using disguises. One falls for the female owner of a nearby antique store.",John G. Avildsen,"Peter Falk,
Charles Durning,
Tom Courtenay",Bill Conti,
08/07/1987,Masters of the Universe,"Two teenagers meet He-Man, who escaped to Earth from Eternia and plans to save the universe from Skeletor, who has stolen a portal invention.",Gary Goddard,"Dolph Lundgren,
Frank Langella,
Courteney Cox",Bill Conti,
08/14/1987,Can't Buy Me Love,An outcast secretly pays the most popular girl in school one thousand dollars to pretend to be his girlfriend for a month.,Steve Rash,"Patrick Dempsey,
Amanda Peterson,
Dennis Dugan",Robert Folk,
08/14/1987,No Way Out,"Navy officer Tom starts an affair with the mistress of the Secretary of Defense. When she is found dead, he must find her killer, thought a KGB mole.",Roger Donaldson,"Kevin Costner,
Gene Hackman,
Sean Young",Maurice Jarre,
08/14/1987,The Monster Squad,A young group of monster fanatics attempt to save their hometown from Count Dracula and his monsters.,Fred Dekker,"André Gower,
Robby Kiger,
Stephen Macht",Bruce Broughton,
08/21/1987,Dirty Dancing,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",Emile Ardolino,"Patrick Swayze,
Jennifer Grey,
Jerry Orbach","John Morris,
Erich Bulling,
Jon Barns",
08/21/1987,The Big Easy,"In New Orleans, a corrupt lieutenant is threatened by the righteous district attorney while trying to solve a mobster murder. They fall for each other.",Jim McBride,"Dennis Quaid,
Ellen Barkin,
Ned Beatty",Brad Fiedel,
09/18/1987,Fatal Attraction,A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,Adrian Lyne,"Michael Douglas,
Glenn Close,
Anne Archer",Maurice Jarre,
09/18/1987,Hellraiser,"Julia discovers the resurrected, partial body of her brother-in-law. She kills so he can be revitalized so he can escape demonic beings pursuing him.",Clive Barker,"Andrew Robinson,
Clare Higgins,
Ashley Laurence",Christopher Young,
09/18/1987,The Pick-up Artist,"Randy is an independent tour guide whose father has a debt to the mafia. She meets womanizer Jack, whom she ignores until he helps her father.",James Toback,"Molly Ringwald,
Robert Downey, Jr.,
Dennis Hopper",Georges Delerue,
09/25/1987,The Princess Bride,"A sick boy's grandfather reads the tale of Westley, a farmboy-turned-pirate that faces outlaws and a prince to rejoin his now betrothed love Buttercup.",Rob Reiner,"Cary Elwes,
Mandy Patinkin,
Chris Sarandon",Mark Knopfler,
10/02/1987,Like Father Like Son,"A mysterious potion switches the personalities of a successful surgeon and his laid-back teenage son. Each lives the other's life, waiting for a cure.",Rod Daniel,"Dudley Moore,
Kirk Cameron,
Margaret Colin","Miles Goodman,
Shelly Manne",
10/02/1987,Near Dark,A small-town cowboy is forced to leave his family and join a traveling group of vampires after he is bitten by drifter Mae. He refuses to kill to feed.,Kathryn Bigelow,"Adrian Pasdar,
Jenny Wright,
Lance Henriksen",Tangerine Dream,
10/09/1987,Someone to Watch Over Me,"In New York, detective Mike, who is married to his wife Ellie, falls for Claire, a socialite he is asked to protect after she saw a friend murdered by Venza.",Ridley Scott,"Tom Berenger,
Mimi Rogers,
Lorraine Bracco",Michael Kamen,
10/16/1987,Barfly,"In L.A., destitute alcoholic Henry frequents a bar and writes poetry. He talks to both drunk mistress Wanda and curious wealthy book publisher Tully.",Barbet Schroeder,"Mickey Rourke,
Faye Dunaway,
Alice Krige",Jack Baran,
10/23/1987,Prince of Darkness,"In L.A., quantum physics students and scientists uncover in an abandoned church an old canister that contains an odd liquid that embodies Satan.",John Carpenter,"Donald Pleasence,
Lisa Blount,
Victor Wong","John Carpenter,
Alan Howarth",
11/06/1987,Cry Freedom,"A liberal journalist is forced to flee South Africa after attempting to investigate the weird death in custody of his friend, the black activist Steve Biko.",Richard Attenborough,"Kevin Kline,
Penelope Wilton,
Denzel Washington","George Fenton,
Jonas Gwangwa",
11/06/1987,Death Wish 4: The Crackdown,Architect vigilante Paul Kersey takes on a vicious Los Angeles drug cartel to stop the drug flow after his girlfriend's daughter dies from an overdose.,J. Lee Thompson,"Charles Bronson,
Kay Lenz,
John P. Ryan","John Bisharat,
Paul McCallum,
Valentine McCallum",
11/13/1987,The Running Man,"In 2019 L.A., a falsely convicted policeman has a chance to leave if he wins a televised game show where convicts and murderers battle for freedom.",Paul Michael Glaser,"Arnold Schwarzenegger,
María Conchita Alonso,
Yaphet Kotto",Harold Faltermeyer,
11/20/1987,Teen Wolf Too,Todd Howard pays for college with an athletic scholarship reliant on a boxing tournament. He struggles until he becomes a werewolf.,Christopher Leitch,"Jason Bateman,
Kim Darby,
John Astin",Mark Goldenberg,Teen Wolf 2
11/20/1987,The Last Emperor,"In 1950, Pu-Yi recalls his childhood from prison. He remembers his lavish royalty in the Forbidden City, sheltered from the outside world and politics.",Bernardo Bertolucci,"John Lone,
Joan Chen,
Peter O'Toole","Ryuichi Sakamoto,
David Byrne,
Cong Su",
11/25/1987,"Planes, Trains and Automobiles","An ad executive struggles to travel from New York to Chicago for Thanksgiving over three days with kind, annoying shower curtain ring salesman Del.",John Hughes,"Steve Martin,
John Candy,
Laila Robins",Ira Newborn,
11/25/1987,Three Men and a Baby,"In Manhattan, three bachelor friends, an architect, an artist, and an actor, are forced to take care of a baby left by one of the guys' girlfriends.",Leonard Nimoy,"Tom Selleck,
Steve Guttenberg,
Ted Danson",Marvin Hamlisch,
12/11/1987,Empire of the Sun,"During World War II, an English boy is living in Shanghai when the Japanese invade and force foreigners into prison camps. He tries to survive.",Steven Spielberg,"John Malkovich,
Miranda Richardson,
Nigel Havers",John Williams,
12/11/1987,Nuts,"When a call girl kills a client in self-defense, her parents want her declared mentally incompetent. With a public defender, she tries to prove sanity.",Martin Ritt,"Barbra Streisand,
Richard Dreyfuss,
Maureen Stapleton",Barbra Streisand,
12/11/1987,Throw Momma from the Train,A frustrated author teaches a writing workshop where one student is fed up with his domineering mother and offers to kill the author's cruel ex-wife.,Danny DeVito,"Danny DeVito,
Billy Crystal,
Anne Ramsey",David Newman,
12/11/1987,Wall Street,"A young, impatient stockbroker trades on illegal inside information taken through a ruthless corporate raider who takes him under his wing.",Oliver Stone,"Michael Douglas,
Charlie Sheen,
Daryl Hannah",Stewart Copeland,
12/16/1987,Broadcast News,A news producer falls for a reporter who trends toward entertainment she despises. A talented correspondent carries an unrequited torch for her.,James L. Brooks,"William Hurt,
Albert Brooks,
Holly Hunter",Bill Conti,
12/16/1987,Moonstruck,"In Brooklyn, Italian-American widow bookkeeper Loretta is asked by her boyfriend to invite Ronny, his brother, to their wedding, but she falls for him.",Norman Jewison,"Cher,
Nicolas Cage,
Vincent Gardenia",Dick Hyman,
12/18/1987,Batteries Not Included,"In Manhattan, extraterrestrial living spaceships help a feisty old couple in their battle against the ruthless land developer who is out to evict them.",Matthew Robbins,"Hume Cronyn,
Jessica Tandy,
Elizabeth Peña",James Horner,
12/18/1987,Eddie Murphy Raw,"Eddie jokes about divorce and relations between the sexes, problems from his fame, offended fans and listeners, and his poor childhood memories.",Robert Townsend,"Eddie Murphy,
Tatyana Ali,
Deon Richmond",N/A,
12/18/1987,Ironweed,"In 1938, an alcoholic drifter spends Halloween in Albany after returning home for the first time in decades after dropping his infant son, killing him.",Héctor Babenco,"Jack Nicholson,
Meryl Streep,
Carroll Baker",John Morris,
12/18/1987,Overboard,"An heiress cheats a carpenter reshaping a closet. After she falls off a yacht and loses her memory, he convinces her they are married with four sons.",Garry Marshall,"Goldie Hawn,
Kurt Russell,
Edward Herrmann",Alan Silvestri,
12/23/1987,"Good Morning, Vietnam","In 1965, an unorthodox and irreverent DJ shakes things up when he is assigned to the U.S. Armed Services radio station in Saigon for a news show.",Barry Levinson,"Robin Williams,
Forest Whitaker,
Tung Thanh Tran",Alex North,
02/05/1988,She's Having a Baby,"In New Mexico, newlyweds Jake and Kristy feel pressure to have children despite busy work lives. Jake questions his life even after her pregnancy.",John Hughes,"Kevin Bacon,
Elizabeth McGovern,
Alec Baldwin",Stewart Copeland,
02/05/1988,The Serpent and the Rainbow,Anthropologist Dennis Alan is sent to Haiti by a company after they hear of a drug used by black magic practitioners to change people to zombies.,Wes Craven,"Bill Pullman,
Cathy Tyson,
Zakes Mokae",Brad Fiedel,
02/12/1988,Action Jackson,Vengence drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who is systematically eliminating his competition.,Craig R. Baxley,"Carl Weathers,
Craig T. Nelson,
Vanity","Herbie Hancock,
Michael Kamen",
02/12/1988,Satisfaction,Jennie is the lead singer of an all-girl rock band in Baltimore named the Mystery. They go to Florida to audition for an owner's summer nightclub gig.,Joan Freeman,"Justine Bateman,
Liam Neeson,
Trini Alvarado",Michel Colombier,
02/12/1988,School Daze,"In Atlanta, on homecoming weekend, Dap heads an anti-apartheid demonstration and feuds with a fraternity head. A sorority fights with non-Greeks.",Spike Lee,"Laurence Fishburne,
Giancarlo Esposito,
Tisha Campbell",Bill Lee,
02/26/1988,Frantic,"In Paris, a surgeon's wife disappears from their hotel room after picking up the wrong suitcase. He works with a young drug smuggler to find her.",Roman Polanski,"Harrison Ford,
Betty Buckley,
John Mahoney",Ennio Morricone,
02/26/1988,Hairspray,"In 1962 Baltimore, teenager Tracy and her friend Penny pursue stardom as dancers on a local teen dance show and rally against racial segregation.",John Waters,"Ricki Lake,
Divine,
Debbie Harry",Kenny Vance,
03/11/1988,Stand and Deliver,"In 1982 Los Angeles, a teacher joins a school full of poor Latino students below their grade level. He inspires some to pass the AP Calculus exam.",Ramón Menéndez,"Edward James Olmos,
Lou Diamond Phillips,
Rosanna DeSoto",Craig Safan,
03/18/1988,Police Academy 5: Assignment Miami Beach,"The Police Academy's commandant is honored at a police convention in Miami Beach. At an airport, he mistakenly picks up a stolen bag of diamonds.",Alan Myerson,"Bubba Smith,
David Graf,
Michael Winslow",Robert Folk,
03/25/1988,Johnny Be Good,Johnny is a top high school quarterback prospect who becomes tempted by illegal offers from many colleges. He questions prioritizing his education.,Bud S. Smith,"Anthony Michael Hall,
Robert Downey Jr.,
Paul Gleason","Jay Ferguson,
Judas Priest",
03/30/1988,Beetlejuice,The spirits of a deceased couple are harassed by an unbearable family that has moved into their home so hire a malicious spirit to drive them out.,Tim Burton,"Michael Keaton,
Alec Baldwin,
Geena Davis",Danny Elfman,
04/01/1988,"Bright Lights, Big City","In New York City, disillusioned young fact checker Jamie turns to drugs and drinking to block out the memories of his dead mother and estranged wife.",James Bridges,"Michael J. Fox,
Kiefer Sutherland,
Phoebe Cates","Donald Fagen,
Rob Mounsey",
04/08/1988,Above the Law,"In Chicago, an ex-CIA agent and policeman looks into a conspiracy due to the strange shipment of military explosives seized from a narcotics dealer.",Andrew Davis,"Steven Seagal,
Pam Grier,
Henry Silva",David Michael Frank,
04/22/1988,Lady in White,"An author recalls how, as a young boy in a 1960s small town, he was haunted after witnessing the murder of a little girl.",Frank LaLoggia,"Lukas Haas,
Len Cariou,
Alex Rocco",Frank LaLoggia,
04/22/1988,Permanent Record,Popular teenager David is secretly overwhelmed by expectations and commits suicide. His playful friend Chris strives to memorialize in his own way.,Marisa Silver,"Keanu Reeves,
Alan Boyce,
Michelle Meyrink",Joe Strummer,
04/29/1988,Bloodsport,An American martial artist serving in the military leaves the army to enter a martial arts tournament in Hong Kong where fights to the death can occur.,Newt Arnold,"Jean-Claude Van Damme,
Donald Gibb,
Leah Ayres",Paul Hertzog,
04/29/1988,Critters 2: The Main Course,"As Krites hatch from eggs and set their appetites on Grover's Bend, 15-year-old Brad and the town devise a plan along with Ug, Lee, and Charlie.",Mick Garris,"Scott Grimes,
Terrence Mann,
Liane Alexandra Curtis",Nicholas Pike,
04/29/1988,Wings of Desire,"In Berlin, an invisible, immortal angel is tired of overseeing human activity and wishes to become human when he falls in love with a trapeze artist.",Wim Wenders,"Bruno Ganz,
Solveig Dommartin,
Otto Sander","Jürgen Knieper,
Laurent Petitgand",
05/13/1988,Friday the 13th Part VII: The New Blood,"Years after Tommy chained him underwater at Camp Crystal Lake, the dormant Jason Voorhees is accidentally released by a telekinetic teenager.",John Carl Buechler,"Lar Park Lincoln,
Kevin Blair,
Susan Blu","Harry Manfredini,
Fred Mollin",
05/19/1988,Black Eagle,A martial artist and operative for the American government must outrace a KGB agent in finding a tracking device in a plane lost in Mediterranean.,Eric Karson,"Shō Kosugi,
Jean-Claude van Damme,
Doran Clark",Terry Plumeri,
05/20/1988,Willow,A young Nelwyn farmer is chosen to undertake a journey to protect a human baby girl destined to bring down a queen. A swordsman protects them.,Ron Howard,"Val Kilmer,
Joanne Whalley,
Warwick Davis",James Horner,
05/25/1988,Rambo III,Rambo mounts a one-man mission to rescue his friend Colonel Trautman from the clutches of the formidable invading Soviet forces in Afghanistan.,Peter MacDonald,"Sylvester Stallone,
Richard Crenna,
Kurtwood Smith",Jerry Goldsmith,
