Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
08/22/2012,Hit and Run,"Once a getaway driver, Charlie risks his Witness Protection Plan identity to help his girlfriend Annie get to L.A. for an interview. Criminals follow them.","David Palmer,
Dax Shepard","Dax Shepard,
Kristen Bell,
Bradley Cooper","Robert Mervak,
Julian Wass",
08/24/2012,Premium Rush,"In Manhattan, bike messenger Wilee picks up a $50,000 envelope that attracts the attention of a dirty cop who pursues him throughout the city.",David Koepp,"Joseph Gordon-Levitt,
Michael Shannon,
Dania Ramirez",David Sardy,
08/29/2012,Lawless,"In 1931 Virginia, three bootlegging brothers with a moonshine business are threatened by a ruthless deputy and other leaders angling for their profits.",John Hillcoat,"Shia LaBeouf,
Tom Hardy,
Jason Clarke","Nick Cave,
Warren Ellis",
08/31/2012,The Possession,"Em buys an antique box at a yard sale, unaware an evil ancient spirit lives within. Her father Clyde teams with his ex-wife to end a dark curse on her.",Ole Bornedal,"Jeffrey Dean Morgan,
Kyra Sedgwick,
Madison Davenport",Anton Sanko,
09/07/2012,The Words,"At a public reading for his new book, Clayton tells the story of Rory, an author who gains popularity taking credit for the lost writings of a sad old man.","Brian Klugman,
Lee Sternthal","Bradley Cooper,
Jeremy Irons,
Dennis Quaid",Marcelo Zarvos,
09/14/2012,Resident Evil: Retribution,"Alice, held by the Umbrella Corporation, escapes from an underwater facility. In a suburban setting, she meets clones of herself and deceased allies.",Paul W. S. Anderson,"Milla Jovovich,
Michelle Rodriguez,
Kevin Durand",Tomandandy,Resident Evil 5
09/14/2012,The Master,"In 1950, a naval veteran arrives home from war uncertain of his future until he is tantalized by the leader of a new religious movement: the Cause.",Paul Thomas Anderson,"Joaquin Phoenix,
Philip Seymour Hoffman,
Amy Adams",Jonny Greenwood,
09/21/2012,Dredd,"In metropolis Mega-City One, Dredd and his new partner are forced to bring order to a 200-storey slum tower and deal with its resident drug lord.",Pete Travis,"Karl Urban,
Olivia Thirlby,
Wood Harris",Paul Leonard-Morgan,
09/21/2012,End of Watch,Two young officers confiscate a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,David Ayer,"Jake Gyllenhaal,
Michael Peña,
Anna Kendrick",David Sardy,
09/21/2012,House at the End of the Street,"After relocating with her mother to a small suburb, teenage Elissa learns a girl murdered her parents in a nearby house. She meets her brother Ryan.",Mark Tonderai,"Jennifer Lawrence,
Max Thieriot,
Elisabeth Shue",Theo Green,
09/21/2012,The Perks of Being a Wallflower,"In 1991, introvert freshman Charlie is taken under the wings of the seniors Sam and her stepbrother Patrick. He deals with guilt from his aunt's death.",Stephen Chbosky,"Logan Lerman,
Emma Watson,
Ezra Miller",Michael Brook,
09/21/2012,Trouble with the Curve,An aging Atlanta Braves scout is asked to prove his value over statistical analysis. He reconnects with his lawyer daughter and a Red Sox recruiter.,Robert Lorenz,"Clint Eastwood,
Amy Adams,
Justin Timberlake",Marco Beltrami,
09/28/2012,Hotel Transylvania,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter.",Genndy Tartakovsky,"Adam Sandler,
Andy Samberg,
Selena Gomez",Mark Mothersbaugh,
09/28/2012,Looper,"In 2044, assassins are hired by future criminals to slay victims sent back through time. Killer Joe's next target is his 2074 self, who plans to survive.",Rian Johnson,"Bruce Willis,
Joseph Gordon-Levitt,
Emily Blunt",Nathan Johnson,
10/05/2012,Frankenweenie,"In New Holland, young Victor uses electricity to resurrect his dead Bull Terrier, Sparky, but is then blackmailed by his peers to reviving more pets.",Tim Burton,"Charlie Tahan,
Martin Short,
Catherine O'Hara",Danny Elfman,
10/05/2012,Pitch Perfect,"Freshman Beca joins her school's all-girls singing group. After adding much-needed energy, they take on their male rivals in a campus competition.",Jason Moore,"Anna Kendrick,
Skylar Astin,
Rebel Wilson","Christophe Beck,
Mark Kilian",
10/05/2012,Taken 2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",Olivier Megaton,"Liam Neeson,
Maggie Grace,
Famke Janssen",Nathaniel Méchaly,
10/05/2012,The Paperboy,"In 1969, reporter Ward returns to Lately, Florida to investigate the murder of a local sheriff and prove a suspect innocent. His brother Jack falls in love.",Lee Daniels,"Matthew McConaughey,
Zac Efron,
Nicole Kidman",Mario Grigorov,
10/05/2012,V/H/S,Misfits are hired by an unknown third party to burglarize a desolate house and acquire a rare VHS tape. They discover more found footage.,"Adam Wingard,
David Bruckner,
Ti West,
Glenn McQuaid,
Joe Swanberg,
Radio Silence","Calvin Reeder,
Lane Hughes,
Adam Wingard",N/A,
10/12/2012,Argo,"In 1979, under the cover of scouting a location for a sci-fi film, CIA agent Tony Mendez launches an operation to save six embassy fugitives in Tehran.",Ben Affleck,"Ben Affleck,
Bryan Cranston,
Alan Arkin",Alexandre Desplat,
10/12/2012,Here Comes the Boom,High school biology teacher Scott attempts to be a successful MMA fighter to raise money to save extracurricular activities like music from removal.,Frank Coraci,"Kevin James,
Salma Hayek,
Henry Winkler",Rupert Gregson-Williams,
10/12/2012,Seven Psychopaths,Struggling screenwriter Marty becomes entangled in the L.A. criminal underworld when friends Billy and Hans kidnap savage gangster Charlie's dog.,Martin McDonagh,"Colin Farrell,
Sam Rockwell,
Woody Harrelson",Carter Burwell,
10/12/2012,Sinister,A washed-up true crime writer finds a box of home movies in his new home that suggest the murder he is researching is the work of a serial killer with dates back to the 1960s.,Scott Derrickson,"Ethan Hawke,
Juliet Rylance,
Fred Dalton Thompson",Christopher Young,
10/19/2012,Alex Cross,"A Detroit homicide detective with a pregnant wife tangles with Picasso, a hired killer skilled in pain. When Picasso kills his wife, he seeks revenge.",Rob Cohen,"Tyler Perry,
Matthew Fox,
Edward Burns",John Debney,
10/19/2012,Paranormal Activity 4,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.","Henry Joost,
Ariel Schulman","Kathryn Newton,
Matt Shively,
Aiden Lovekamp",N/A,
10/26/2012,Cloud Atlas,Six nested stories span time between the 19th century and a distant post-apocalyptic future. A single act of kindness ripples across centuries.,"Lana Wachowski,
Tom Tykwer,
Lilly Wachowski","Tom Hanks,
Halle Berry,
Jim Broadbent","Tom Tykwer,
Johnny Klimek,
Reinhold Heil",
10/26/2012,Silent Hill: Revelation,"When her adoptive father disappears, Sharon is drawn into a terrifying alternate reality that holds answers to her horrific nightmares since youth.",M. J. Bassett,"Adelaide Clemens,
Kit Harington,
Sean Bean","Jeff Danna,
Akira Yamaoka",Silent Hill 2
11/02/2012,Flight,"An airline pilot saves almost all his passengers on his malfunctioning airliner that later crashed, but an NTSB investigation shows he was intoxicated.",Robert Zemeckis,"Denzel Washington,
Don Cheadle,
Kelly Reilly",Alan Silvestri,
11/02/2012,The Man with the Iron Fists,"On the hunt for gold, warriors, assassins, and a rogue British soldier head to a village in feudal China, where a blacksmith defends the villagers.",RZA,"Russell Crowe,
Cung Le,
Lucy Liu","RZA,
Howard Drossin",
11/02/2012,Wreck-It Ralph,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",Rich Moore,"John C. Reilly,
Sarah Silverman,
Jack McBrayer",Henry Jackman,
11/09/2012,Lincoln,The U.S. President struggles with the Civil War as he fights with his own cabinet to emancipate the slaves with the Thirteenth Amendment's passing.,Steven Spielberg,"Daniel Day-Lewis,
Sally Field,
David Strathairn",John Williams,
11/09/2012,Skyfall,"After MI6 is compromised, aided only by field agent Eve Moneypenny, Bond hunts Raoul Silva, a terrorist who wants to settle a score with M.",Sam Mendes,"Daniel Craig,
Javier Bardem,
Ralph Fiennes",Thomas Newman,James Bond 23
11/16/2012,Anna Karenina,"In 1874 Russian high society, an already married St. Petersburg aristocrat enters into an affair with a dashing, wealthy officer. She is soon pregnant.",Joe Wright,"Keira Knightley,
Jude Law,
Aaron Taylor-Johnson",Dario Marianelli,
11/16/2012,Silver Linings Playbook,"In Pennsylvania, Pat stays with his parents while dealing with bipolar disorder. While he talks to his ex-wife, he joins a dance competition with Tiffany.",David O. Russell,"Bradley Cooper,
Jennifer Lawrence,
Robert De Niro",Danny Elfman,
11/16/2012,The Twilight Saga: Breaking Dawn – Part 2,"After Renesmee's birth, new vampire Bella and the Cullens gather other vampire clans to protect her from a false allegation that alerts the Volturi.",Bill Condon,"Kristen Stewart,
Robert Pattinson,
Taylor Lautner",Carter Burwell,Twilight 5
11/21/2012,Life of Pi,"16-year-old Indian Pi survives a disaster at sea and stays on a lifeboat with a zebra, a hyena, an orangutan, and feral Bengal tiger Richard Parker. ",Ang Lee,"Suraj Sharma,
Irrfan Khan,
Tabu",Mychael Danna,
11/21/2012,Rise of the Guardians,"When the evil spirit Pitch launches an assault on Earth, the Guardians cooperate with Jack Frost to shield the innocence of children from nightmares.",Peter Ramsey,"Chris Pine,
Alec Baldwin,
Hugh Jackman",Alexandre Desplat,
11/23/2012,Hitchcock,"In 1959, a director decides to adapt a lurid horror novel, Psycho, over everyone's misgivings. He self-finances the film and obsesses controlling it.",Sacha Gervasi,"Anthony Hopkins,
Helen Mirren,
Scarlett Johansson",Danny Elfman,
11/30/2012,Killing Them Softly,"Jackie Cogan is an enforcer hired to restore order after three dumb men rob a mob-protected card game, making a local criminal economy collapse.",Andrew Dominik,"Brad Pitt,
Scoot McNairy,
Ben Mendelsohn",Marc Streitenfeld,
11/30/2012,Silent Night,"The police force of small Midwestern town Cryer, including widow Aubrey, search for a killer Santa Claus that is murdering people on Christmas Eve.",Steven C. Miller,"Malcolm McDowell,
Jaime King,
Donal Logue",Kevin Riepl,
12/07/2012,Playing for Keeps,A former star coaches his son's soccer team. His tries to become an adult are met with challenges from the attractive soccer moms who pursue him.,Gabriele Muccino,"Gerard Butler,
Jessica Biel,
Uma Thurman",Andrea Guerra,
12/14/2012,Stand Up Guys,"After 28 years in prison, Val reunites with Doc, his longtime friend. Doc has been ordered by a crime boss to kill Val, who aims to party and see friends.",Fisher Stevens,"Al Pacino,
Christopher Walken,
Alan Arkin",Lyle Workman,
12/14/2012,The Hobbit: An Unexpected Journey,"A reluctant hobbit sets out to the Lonely Mountain with 13 dwarves to reclaim their mountain home. They encounter orcs, goblins, and a mad Gollum.",Peter Jackson,"Martin Freeman,
Ian McKellen,
Richard Armitage",Howard Shore,The Hobbit 1
12/19/2012,The Guilt Trip,Andy makes the ScieoClean cleaning product and takes his mother Joyce on a trip from New Jersey to San Francisco to reunite her with a former love.,Anne Fletcher,"Barbra Streisand,
Seth Rogen,
Brett Cullen",Christophe Beck,
12/19/2012,Zero Dark Thirty,"After 9/11, dedicated CIA operative Maya is sent to Pakistan to begin what becomes a decade-long manhunt for Osama bin Laden with Navy SEALs.",Kathryn Bigelow,"Jessica Chastain,
Jason Clarke,
Joel Edgerton",Alexandre Desplat,
12/21/2012,Jack Reacher,A homicide investigator works with the daughter of a district attorney to investigate the case of a military sniper who murdered five random victims.,Christopher McQuarrie,"Tom Cruise,
Rosamund Pike,
Richard Jenkins",Joe Kraemer,
12/21/2012,The Impossible,"During a 2004 Christmas vacation in Thailand, Maria, Henry, and their three sons witness a wall of black water that devours everything in its path. ",J. A. Bayona,"Naomi Watts,
Ewan McGregor,
Tom Holland",Fernando Velázquez,
12/21/2012,This Is 40,"Married Pete and Debbie are about to turn 40, their kids despise each other, their businesses struggle, and they are close to losing their house.",Judd Apatow,"Paul Rudd,
Leslie Mann,
John Lithgow",Jon Brion,Knocked Up spin-off
12/25/2012,Django Unchained,"In 1858, with the help of a German bounty hunter, a freed slave kills outlaw brothers and rescues his wife from a brutal plantation owner in Mississippi.",Quentin Tarantino,"Jamie Foxx,
Christoph Waltz,
Leonardo DiCaprio",N/A,
12/25/2012,Les Misérables,"In 19th-century France, Jean Valjean, hunted by ruthless policeman Javert after breaking parole, cares for a prostitute factory worker's daughter.",Tom Hooper,"Hugh Jackman,
Russell Crowe,
Anne Hathaway",Claude-Michel Schönberg,
12/25/2012,Parental Guidance,"In Atlanta, baseball commentator Artie and Diane agree to look after their three grandchildren when their protective parents journey for a convention.",Andy Fickman,"Billy Crystal,
Bette Midler,
Marisa Tomei",Marc Shaiman,
12/28/2012,Promised Land,"In Pennsylavania, a petroleum salesman's views change after arriving in a small town where his corporation wants to tap into available resources.",Gus Van Sant,"Matt Damon,
John Krasinski,
Frances McDormand",Danny Elfman,
01/04/2013,Texas Chainsaw 3D,"In Texas, Heather arrives to collect an inheritance at her grandmother's house, where Leatherface lives. A mayor hides attacking the Sawyer family.",John Luessenhop,"Alexandra Daddario,
Dan Yeager,
Trey Songz",John Frizzell,Texas Chainsaw Massacre 7
01/11/2013,Gangster Squad,"In 1949 Los Angeles, John O'Mara assembles a team of badgeless cops to take down the Mafia boss Mickey Cohen and restore peace to the city.",Ruben Fleischer,"Josh Brolin,
Ryan Gosling,
Emma Stone",Steve Jablonsky,
01/18/2013,Mama,"After a young couple take in their two nieces, they suspect that a supernatural spirit mother has latched onto their family.",Andy Muschietti,"Jessica Chastain,
Nikolaj Coster-Waldau,
Megan Charpentier",Fernando Velázquez,
